move_name,move_url,pokemon,move_accuracy,move_category,move_crit_rate,move_damage_class,move_drain,move_effect,move_effect_chance,move_flinch_chance,move_healing,move_max_hits,move_max_turns,move_min_hits,move_min_turns,move_power,move_pp,move_priority,move_stat_chance,move_stat_change,move_stat_change_amount,move_target,move_type
slam,https://pokeapi.co/api/v2/move/21/,dragonite,75.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,80.0,20,0,0,,,selected-pokemon,normal
slam,https://pokeapi.co/api/v2/move/21/,lickitung,75.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,80.0,20,0,0,,,selected-pokemon,normal
slam,https://pokeapi.co/api/v2/move/21/,bellsprout,75.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,80.0,20,0,0,,,selected-pokemon,normal
slam,https://pokeapi.co/api/v2/move/21/,weepinbell,75.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,80.0,20,0,0,,,selected-pokemon,normal
slam,https://pokeapi.co/api/v2/move/21/,dragonair,75.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,80.0,20,0,0,,,selected-pokemon,normal
slam,https://pokeapi.co/api/v2/move/21/,onix,75.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,80.0,20,0,0,,,selected-pokemon,normal
slam,https://pokeapi.co/api/v2/move/21/,dratini,75.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,80.0,20,0,0,,,selected-pokemon,normal
absorb,https://pokeapi.co/api/v2/move/71/,tangela,100.0,damage+heal,0,special,50,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,0,0,,,,,20.0,25,0,0,,,selected-pokemon,grass
absorb,https://pokeapi.co/api/v2/move/71/,gloom,100.0,damage+heal,0,special,50,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,0,0,,,,,20.0,25,0,0,,,selected-pokemon,grass
absorb,https://pokeapi.co/api/v2/move/71/,oddish,100.0,damage+heal,0,special,50,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,0,0,,,,,20.0,25,0,0,,,selected-pokemon,grass
absorb,https://pokeapi.co/api/v2/move/71/,kabutops,100.0,damage+heal,0,special,50,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,0,0,,,,,20.0,25,0,0,,,selected-pokemon,grass
absorb,https://pokeapi.co/api/v2/move/71/,kabutops,100.0,damage+heal,0,special,50,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,0,0,,,,,20.0,25,0,0,,,selected-pokemon,grass
absorb,https://pokeapi.co/api/v2/move/71/,kabuto,100.0,damage+heal,0,special,50,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,0,0,,,,,20.0,25,0,0,,,selected-pokemon,grass
poison-powder,https://pokeapi.co/api/v2/move/77/,tangela,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,venonat,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,gloom,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,gloom,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,butterfree,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,oddish,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,vileplume,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,venomoth,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,venomoth,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,exeggcute,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,bulbasaur,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,venusaur,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,ivysaur,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,bellsprout,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,weepinbell,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
poison-powder,https://pokeapi.co/api/v2/move/77/,victreebel,75.0,ailment,0,status,0,Poisons the target.,,0,0,,,,,,35,0,0,,,selected-pokemon,poison
sleep-powder,https://pokeapi.co/api/v2/move/79/,tangela,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,venonat,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,gloom,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,butterfree,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,oddish,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,vileplume,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,vileplume,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,venomoth,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,exeggcute,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,bulbasaur,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,venusaur,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,ivysaur,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,bellsprout,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,weepinbell,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,victreebel,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
sleep-powder,https://pokeapi.co/api/v2/move/79/,victreebel,75.0,ailment,0,status,0,Puts the target to sleep.,,0,0,,4.0,,2.0,,15,0,0,,,selected-pokemon,grass
constrict,https://pokeapi.co/api/v2/move/132/,tangela,100.0,damage+lower,0,physical,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Speed by one stage.,10.0,0,0,,,,,10.0,35,0,10,speed,-1.0,selected-pokemon,normal
constrict,https://pokeapi.co/api/v2/move/132/,tentacruel,100.0,damage+lower,0,physical,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Speed by one stage.,10.0,0,0,,,,,10.0,35,0,10,speed,-1.0,selected-pokemon,normal
constrict,https://pokeapi.co/api/v2/move/132/,tentacool,100.0,damage+lower,0,physical,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Speed by one stage.,10.0,0,0,,,,,10.0,35,0,10,speed,-1.0,selected-pokemon,normal
teleport,https://pokeapi.co/api/v2/move/100/,abra,,unique,0,status,0,Does nothing.  Wild battles end immediately.,,0,0,,,,,,20,0,0,,,user,psychic
teleport,https://pokeapi.co/api/v2/move/100/,alakazam,,unique,0,status,0,Does nothing.  Wild battles end immediately.,,0,0,,,,,,20,0,0,,,user,psychic
teleport,https://pokeapi.co/api/v2/move/100/,kadabra,,unique,0,status,0,Does nothing.  Wild battles end immediately.,,0,0,,,,,,20,0,0,,,user,psychic
tackle,https://pokeapi.co/api/v2/move/33/,venonat,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,magneton,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,golem,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,raticate,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,vaporeon,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,electrode,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,geodude,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,venomoth,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,koffing,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,rattata,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,nidoran-m,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,nidoqueen,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,nidoking,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,magnemite,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,bulbasaur,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,venusaur,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,nidorina,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,jolteon,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,wartortle,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,flareon,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,ivysaur,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,caterpie,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,graveler,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,shellder,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,squirtle,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,voltorb,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,nidorino,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,staryu,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,weezing,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,eevee,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,magikarp,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,onix,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,porygon,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,tauros,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,nidoran-f,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,blastoise,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
tackle,https://pokeapi.co/api/v2/move/33/,starmie,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,35,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,venonat,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,lickitung,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,venomoth,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,slowbro,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,slowbro,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,drowzee,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,mewtwo,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,golduck,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,golduck,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,alakazam,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,alakazam,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,jigglypuff,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,grimer,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,muk,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,kadabra,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,kadabra,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,hypno,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,hypno,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,slowpoke,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,psyduck,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
disable,https://pokeapi.co/api/v2/move/50/,wigglytuff,100.0,unique,0,status,0,"Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",,0,0,,4.0,,4.0,,20,0,0,,,selected-pokemon,normal
psybeam,https://pokeapi.co/api/v2/move/60/,venonat,100.0,damage+ailment,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,10.0,0,0,,5.0,,2.0,65.0,20,0,0,,,selected-pokemon,psychic
psybeam,https://pokeapi.co/api/v2/move/60/,butterfree,100.0,damage+ailment,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,10.0,0,0,,5.0,,2.0,65.0,20,0,0,,,selected-pokemon,psychic
psybeam,https://pokeapi.co/api/v2/move/60/,venomoth,100.0,damage+ailment,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,10.0,0,0,,5.0,,2.0,65.0,20,0,0,,,selected-pokemon,psychic
psybeam,https://pokeapi.co/api/v2/move/60/,alakazam,100.0,damage+ailment,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,10.0,0,0,,5.0,,2.0,65.0,20,0,0,,,selected-pokemon,psychic
psybeam,https://pokeapi.co/api/v2/move/60/,porygon,100.0,damage+ailment,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,10.0,0,0,,5.0,,2.0,65.0,20,0,0,,,selected-pokemon,psychic
psybeam,https://pokeapi.co/api/v2/move/60/,kadabra,100.0,damage+ailment,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,10.0,0,0,,5.0,,2.0,65.0,20,0,0,,,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,venonat,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,venomoth,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,slowbro,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,drowzee,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,mewtwo,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,mewtwo,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,alakazam,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,kadabra,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,hypno,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,slowpoke,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
psychic,https://pokeapi.co/api/v2/move/94/,mew,100.0,damage+lower,0,special,0,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,10.0,0,0,,,,,90.0,10,0,10,special-defense,-1.0,selected-pokemon,psychic
quick-attack,https://pokeapi.co/api/v2/move/98/,scyther,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,40.0,30,1,0,,,selected-pokemon,normal
